F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,Class
32,29.75,952,0.0,0.04207792597568929,11.266666666666667,0.17752100840336135,0.10294117647058823,0.1638655462184874,0.0,91.42857142857143,0.6722689075630253,1,0.0010504201680672268,0.0,0.0,0.0,0.0,0.012605042016806723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028361344537815126,0.10609243697478991,Not-obfuscated
54,24.14814814814815,1304,0.0,0.02987043317026481,10.642857142857142,0.2285276073619632,0.15337423312883436,0.0,0.0,87.83333333333333,0.808282208588957,0,0.0,0.0,0.0,0.0,0.0,0.02607361963190184,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019171779141104295,0.10966257668711657,Not-obfuscated
62,37.74193548387097,2340,0.0,0.018141505639680578,18.166666666666668,0.18632478632478633,0.12606837606837606,0.5324786324786325,0.0,155.83333333333334,0.3995726495726496,0,0.0,0.0,0.0,0.0,0.0,0.009401709401709401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07136752136752136,0.13376068376068376,Not-obfuscated
27,49.370370370370374,1333,0.0,0.031216548860906853,13.6,0.05101275318829707,0.1350337584396099,0.8349587396849212,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0015003750937734434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10877719429857464,0.1522880720180045,Not-obfuscated
52,36.13461538461539,1879,0.0,0.022401650534895654,10.333333333333334,0.0494944119212347,0.13517828632251197,0.6487493347525279,0.0,88.66666666666667,0.2831293241085684,0,0.0,0.0,0.0,0.0,0.0,0.007982969664715274,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08728046833422033,0.1410324640766365,Not-obfuscated
39,24.41025641025641,952,0.0,0.041130029755846495,10.090909090909092,0.11659663865546219,0.15966386554621848,0.0976890756302521,0.0,74.66666666666667,0.7058823529411765,0,0.0,0.0,0.0,0.0,0.0,0.01995798319327731,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0.028361344537815126,0.11974789915966387,Not-obfuscated
67,32.55223880597015,2181,0.0,0.019203116271917425,12.277777777777779,0.10132966529115085,0.12838147638697844,0.5103163686382394,0.0,128.28571428571428,0.41173773498395233,0,0.0,0.0,0.0,0.002751031636863824,0.0,0.012838147638697846,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07106831728564879,0.12883998165978908,Not-obfuscated
39,42.76923076923077,1668,0.0,0.02517026895785078,7.909090909090909,0.052158273381294966,0.12050359712230216,0.6672661870503597,0.0,397.0,0.23800959232613908,0,0.0,0.0,0.0,0.0,0.0,0.011990407673860911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08693045563549161,0.13788968824940048,Not-obfuscated
15,27.933333333333334,419,0.0,0.09148504574343548,13.625,0.26014319809069214,0.1026252983293556,0.09307875894988067,0.0,165.0,0.7875894988066826,0,0.0,0.0,0.0,0.0,0.0,0.028639618138424822,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031026252983293555,0.09785202863961814,Not-obfuscated
49,31.06122448979592,1522,0.0,0.025772942010647726,7.190476190476191,0.09921156373193167,0.1590013140604468,0.278580814717477,0.0,126.28571428571429,0.580814717477004,0,0.0,0.0,0.0,0.000657030223390276,0.001314060446780552,0.020367936925098553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054533508541392904,0.13534822601839686,Not-obfuscated
51,27.352941176470587,1395,0.0,0.02827252331680597,9.347826086956522,0.15412186379928317,0.10967741935483871,0.0,0.0,78.73333333333333,0.8465949820788531,0,0.0,0.0,0.0,0.004301075268817204,0.0,0.02795698924731183,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035842293906810036,0.07598566308243727,Not-obfuscated
83,35.674698795180724,2961,0.0,0.013916467749439903,7.346153846153846,0.06450523471800068,0.15602836879432624,0.45930428909152315,0.0,111.54545454545455,0.414387031408308,0,0.0006754474839581223,0.0,0.0,0.002701789935832489,0.0,0.016210739614994935,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06619385342789598,0.12529550827423167,Not-obfuscated
31,23.419354838709676,726,0.0,0.053004469733599506,11.833333333333334,0.19559228650137742,0.12258953168044077,0.0,0.0,150.25,0.8278236914600551,0,0.0,0.0,0.0,0.0,0.0,0.01652892561983471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011019283746556474,0.09090909090909091,Not-obfuscated
19,29.68421052631579,564,0.0,0.06819286658007238,8.3,0.14716312056737588,0.11347517730496454,0.0,0.0,95.4,0.8457446808510638,0,0.0,0.0,0.0,0.0,0.0,0.028368794326241134,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638297872340425,0.08865248226950355,Not-obfuscated
52,32.25,1677,0.0,0.02233042165843541,8.428571428571429,0.10554561717352415,0.16219439475253428,0.25402504472271914,0.0,89.72727272727273,0.5885509838998211,0,0.0,0.0,0.0,0.0,0.0,0.01908169350029815,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04531902206320811,0.11270125223613596,Not-obfuscated
58,38.793103448275865,2250,0.0,0.016846855383987697,8.944444444444445,0.07155555555555555,0.17022222222222222,0.39955555555555555,0.0,94.54545454545455,0.4622222222222222,0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059555555555555556,0.1328888888888889,Not-obfuscated
29,26.620689655172413,772,0.0,0.05152226103169703,7.647058823529412,0.16839378238341968,0.10621761658031088,0.0,0.0,85.4,0.5531088082901554,2,0.0012953367875647669,0.0,0.0,0.0,0.0,0.02461139896373057,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010362694300518135,0.10621761658031088,Not-obfuscated
35,43.77142857142857,1532,0.0,0.027644897497359978,9.875,0.05156657963446475,0.1370757180156658,0.7265013054830287,0.0,113.66666666666667,0.22258485639686684,0,0.0,0.0,0.0,0.0,0.0,0.007180156657963447,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09660574412532637,0.14947780678851175,Not-obfuscated
23,24.652173913043477,567,0.0,0.06673700370130416,9.181818181818182,0.1781305114638448,0.12169312169312169,0.0,0.0,78.0,0.8253968253968254,0,0.0,0.0,0.0,0.0,0.0,0.029982363315696647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008818342151675485,0.09876543209876543,Not-obfuscated
35,41.4,1449,0.0,0.029073136253620572,9.125,0.05037957211870255,0.137336093857833,0.7681159420289855,0.0,135.0,0.18633540372670807,0,0.0,0.0,0.0,0.0,0.0,0.003450655624568668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1007591442374051,0.15458937198067632,Not-obfuscated
107,30.94392523364486,3311,0.0,0.012284973088121699,11.565217391304348,0.080338266384778,0.15826034430685593,0.4560555723346421,0.0,82.52941176470588,0.4237390516460284,0,0.0,0.0,0.0,0.0,0.000906070673512534,0.015403201449713078,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06735125339776503,0.13379643612201753,Not-obfuscated
55,26.87272727272727,1478,0.0,0.025844223801864158,9.333333333333334,0.056833558863328824,0.15967523680649526,0.2828146143437077,0.0,102.25,0.5534506089309879,0,0.0,0.0,0.0,0.0,0.0,0.017591339648173207,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04059539918809202,0.11434370771312584,Not-obfuscated
39,44.94871794871795,1753,0.0,0.023869530805260667,8.6,0.04905875641756988,0.12036508841985168,0.6349115801483172,0.0,557.0,0.3177410154021677,0,0.0,0.0,0.0,0.0,0.0,0.00912721049629207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08214489446662863,0.13405590416428978,Not-obfuscated
64,27.640625,1769,0.0,0.02247915376932204,7.413793103448276,0.1215375918598078,0.11475409836065574,0.09892594686263426,0.0,100.53846153846153,0.7388355002826456,0,0.0,0.0,0.0,0.0,0.0005652911249293386,0.023742227247032222,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026568682871678916,0.10910118711136235,Not-obfuscated
190,30.46842105263158,5789,0.0,0.007141166067027987,15.214285714285714,0.03679391950250475,0.11832786318880635,0.3631024356538262,0.0,85.63888888888889,0.5325617550526861,0,0.00017274140611504577,0.0,0.0,0.0,0.0,0.006218690620141648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04093971324926585,0.13663845223700122,Not-obfuscated
48,25.333333333333332,1216,0.0,0.031757720262879395,10.428571428571429,0.060032894736842105,0.12171052631578948,0.3470394736842105,0.0,118.0,0.48519736842105265,0,0.0,0.0,0.0,0.0,0.0,0.01644736842105263,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.047697368421052634,0.12088815789473684,Not-obfuscated
36,42.888888888888886,1544,0.0,0.027185232751412516,9.285714285714286,0.04209844559585492,0.13665803108808292,0.7208549222797928,0.0,87.5,0.2266839378238342,0,0.0,0.0,0.0,0.0,0.0,0.009067357512953367,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09585492227979274,0.14766839378238342,Not-obfuscated
64,29.09375,1862,0.0,0.021155145962094033,11.625,0.09989258861439312,0.18528464017185822,0.1288936627282492,0.0,77.125,0.6627282491944146,0,0.0,0.0,0.0,0.0,0.0,0.017722878625134265,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0.02577873254564984,0.09398496240601503,Not-obfuscated
34,28.441176470588236,967,0.0,0.04074829024817906,12.375,0.10237849017580145,0.11271975180972078,0.32574974146845914,0.0,139.25,0.5760082730093071,0,0.0,0.0,0.0,0.001034126163391934,0.0,0.016546018614270942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04653567735263702,0.11582213029989659,Not-obfuscated
104,35.70192307692308,3713,0.0,0.010554972976043624,9.916666666666666,0.096148666846216,0.13520064637759224,0.19876110961486668,0.0,202.41666666666666,0.6541879881497441,0,0.0,0.0,0.0,0.0008079719903043361,0.00026932399676811203,0.022084567734985187,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.033396175599245896,0.09587934284944788,Not-obfuscated
47,38.723404255319146,1820,0.0,0.02284931269672903,10.5,0.046153846153846156,0.16263736263736264,0.6115384615384616,0.0,177.33333333333334,0.2923076923076923,0,0.0,0.0,0.0,0.0,0.001098901098901099,0.008241758241758242,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08296703296703296,0.1401098901098901,Not-obfuscated
220,33.64090909090909,7401,0.0,0.005425735379966766,10.344827586206897,0.20267531414673692,0.11511957843534658,0.07769220375624916,0.0,165.71428571428572,0.7836778813673828,2.5,0.00027023375219564923,0.0,0.0,0.0,0.00027023375219564923,0.006215376300499932,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011484934468315092,0.07917848939332522,Not-obfuscated
63,40.25396825396825,2536,0.0,0.016426912176513486,11.866666666666667,0.07018927444794952,0.11908517350157728,0.5307570977917981,0.0,171.33333333333334,0.40536277602523657,0,0.0,0.0,0.0,0.0,0.0,0.013801261829652996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07018927444794952,0.1253943217665615,Not-obfuscated
58,33.60344827586207,1949,0.0,0.02155144174957289,7.294117647058823,0.06362237044638276,0.10826064648537712,0.5710620831195485,0.0,244.66666666666666,0.3766033863519754,0,0.0,0.0,0.0,0.0,0.0,0.017957927142124165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07593637762955362,0.1267316572601334,Not-obfuscated
56,34.892857142857146,1954,0.0,0.021357453225077087,8.23076923076923,0.054759467758444216,0.13817809621289662,0.6074718526100307,0.0,123.8,0.31678607983623336,0,0.0010235414534288639,0.0,0.0,0.0010235414534288639,0.0,0.010747185261003071,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834186284544524,0.13766632548618218,Not-obfuscated
77,32.05194805194805,2468,0.0,0.01687326759536441,7.65,0.0619935170178282,0.13816855753646679,0.5048622366288493,0.0,65.0,0.3950567260940032,0,0.0,0.0,0.0,0.0004051863857374392,0.0,0.012560777957860616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06807131280388978,0.13330632090761751,Not-obfuscated
58,36.63793103448276,2125,0.0,0.019718456103041473,8.058823529411764,0.06447058823529411,0.14211764705882354,0.5943529411764706,0.0,115.83333333333333,0.3270588235294118,0,0.0,0.0,0.0,0.0009411764705882353,0.0,0.013176470588235295,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08282352941176471,0.13788235294117648,Not-obfuscated
48,37.145833333333336,1783,0.0,0.02371295756169964,10.272727272727273,0.0633763320246775,0.12170499158721257,0.6242288278182838,0.0,285.0,0.31968592260235557,0,0.0,0.0,0.0,0.0,0.0,0.011217049915872126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08468872686483454,0.13853056646102074,Not-obfuscated
17,30.11764705882353,512,0.0,0.07851930730059416,10.0,0.15625,0.123046875,0.0,0.0,71.16666666666667,0.833984375,0,0.0,0.0,0.0,0.0078125,0.0078125,0.021484375,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.1171875,Not-obfuscated
49,30.510204081632654,1495,0.0,0.026436904370299233,12.117647058823529,0.13779264214046824,0.13979933110367893,0.1505016722408027,0.0,116.77777777777777,0.703010033444816,0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033444816053511704,0.11103678929765887,Not-obfuscated
52,30.46153846153846,1584,0.0,0.024531296192295323,8.0,0.06060606060606061,0.09406565656565656,0.10795454545454546,0.0,153.375,0.7746212121212122,0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0.016414141414141416,0.08838383838383838,Not-obfuscated
27,25.11111111111111,678,0.0,0.05722693120993909,12.2,0.17994100294985252,0.09144542772861357,0.08702064896755163,0.0,180.33333333333334,0.7979351032448377,1,0.0014749262536873156,0.0,0.0,0.0029498525073746312,0.0,0.017699115044247787,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02359882005899705,0.08112094395280237,Not-obfuscated
15,29.2,438,0.0,0.08673551054108035,9.333333333333334,0.1278538812785388,0.0821917808219178,0.0,0.0,399.0,0.910958904109589,0,0.0,0.0,0.0,0.0,0.0,0.01598173515981735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01141552511415525,0.0776255707762557,Not-obfuscated
231,36.493506493506494,8430,0.0,0.00473808150081511,10.433333333333334,0.07425860023724792,0.17200474495848161,0.2896797153024911,0.0,169.51724137931035,0.5831553973902729,0,0.0,0.0,0.0,0.0037959667852906285,0.0,0.014590747330960854,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041043890865954925,0.10201660735468565,Not-obfuscated
39,26.307692307692307,1026,0.0,0.039465892272523215,9.571428571428571,0.195906432748538,0.07602339181286549,0.04093567251461988,0.0,175.4,0.854775828460039,1,0.0009746588693957114,0.0,0.0,0.001949317738791423,0.0,0.017543859649122806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016569200779727095,0.08284600389863547,Not-obfuscated
83,32.903614457831324,2731,0.0,0.014869258007019227,14.955223880597014,0.36689857195166603,0.10032954961552545,0.07726107652874405,0.0,221.4,0.8106920541926035,4,0.0003661662394727206,0.0,0.0,0.015378982057854266,0.0,0.008421823507872574,0,0,0,0,0,1,0,0,0,7,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015012815818381545,0.08238740388136213,Not-obfuscated
59,30.76271186440678,1815,0.0,0.022186534589823063,17.88235294117647,0.1674931129476584,0.1652892561983471,0.0815426997245179,0.0,86.8,0.7173553719008264,0.3333333333333333,0.001652892561983471,0.0,0.0,0.0,0.0,0.012121212121212121,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015977961432506887,0.09090909090909091,Not-obfuscated
24,29.0,696,0.0,0.05424664717895736,7.9,0.11350574712643678,0.1824712643678161,0.07183908045977011,0.0,127.5,0.7327586206896551,0,0.0,0.0,0.0,0.0,0.0,0.01867816091954023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028735632183908046,0.10919540229885058,Not-obfuscated
35,29.742857142857144,1041,0.0,0.03739844656908683,9.0,0.08645533141210375,0.1287223823246878,0.39385206532180594,0.0,178.0,0.5129682997118156,0,0.0,0.0,0.0,0.0009606147934678194,0.0,0.01440922190201729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06147934678194044,0.13064361191162344,Not-obfuscated
26,26.115384615384617,679,0.0,0.05705392063169261,10.9,0.16053019145802652,0.12371134020618557,0.2857142857142857,0.0,135.66666666666666,0.5994108983799705,0,0.0,0.0,0.0,0.0,0.0,0.016200294550810016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045655375552282766,0.12665684830633284,Not-obfuscated
182,29.571428571428573,5382,0.0,0.00726640629448879,13.375,0.03976217019695281,0.2229654403567447,0.2770345596432553,0.0,114.95833333333333,0.5126347082868822,2,0.0001858045336306206,0.0,0.0,0.0,0.0,0.017279821627647716,3,2,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.048494983277591976,0.10813823857302118,Not-obfuscated
50,39.4,1970,0.0,0.0212566084919059,17.666666666666668,0.10761421319796954,0.13248730964467004,0.5989847715736041,0.0,168.25,0.3416243654822335,0,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883248730964467,0.13857868020304567,Not-obfuscated
23,28.304347826086957,651,0.0,0.05739971700814398,10.857142857142858,0.11674347158218126,0.0890937019969278,0.0,0.0,113.2,0.869431643625192,0,0.0,0.0,0.0,0.0,0.0,0.03686635944700461,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007680491551459293,0.07373271889400922,Not-obfuscated
111,28.954954954954953,3214,0.0,0.012798721996509447,12.615384615384615,0.05102675793403858,0.1701929060360921,0.44492843808338517,0.0,95.64285714285714,0.41661481020535157,0,0.0006222775357809583,0.0,0.0,0.0,0.0,0.009645301804604853,0,0,0,0,0,2,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07093963907902924,0.13098942128189173,Not-obfuscated
94,31.882978723404257,2997,0.0,0.013759915292864511,13.076923076923077,0.05672339005672339,0.1628294961628295,0.5472138805472139,0.0,93.0909090909091,0.341675008341675,0,0.000667334000667334,0.0,0.0,0.0,0.0,0.008341675008341674,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08108108108108109,0.14014014014014015,Not-obfuscated
111,23.52252252252252,2611,0.0,0.014966241178182833,12.875,0.07889697433933358,0.18805055534278053,0.1451551129835312,0.0,83.85,0.6422826503255458,0,0.0007659900421294523,0.0,0.0,0.0,0.0,0.01493680582152432,0,0,0,0,0,2,0,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.036767522022213714,0.11183454615090004,Not-obfuscated
51,23.45098039215686,1196,0.0,0.032086349502415824,11.857142857142858,0.13879598662207357,0.16806020066889632,0.07692307692307693,0.0,71.83333333333333,0.7207357859531772,0,0.0,0.0,0.0,0.0,0.0,0.020903010033444816,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024247491638795988,0.1028428093645485,Not-obfuscated
37,46.32432432432432,1714,0.0,0.023832009065124626,10.4,0.030338389731621937,0.14527421236872812,0.79463243873979,0.0,134.0,0.15635939323220538,0,0.0,0.0,0.0,0.0,0.0,0.004667444574095682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10268378063010501,0.14644107351225205,Not-obfuscated
34,45.3235294117647,1541,0.0,0.02698155800794373,10.0,0.025957170668397145,0.14016872160934457,0.7222582738481506,0.0,132.5,0.1719662556781311,0,0.0,0.0,0.0,0.0,0.0,0.005191434133679429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10253082414016872,0.1518494484101233,Not-obfuscated
44,37.61363636363637,1655,0.0,0.0252120054301351,8.0,0.04833836858006042,0.1377643504531722,0.6725075528700907,0.0,87.0,0.2628398791540785,0,0.0,0.0,0.0,0.0,0.0,0.008459214501510574,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09063444108761329,0.14380664652567976,Not-obfuscated
47,36.61702127659574,1721,0.0,0.02422237437097293,11.818181818181818,0.07553747821034282,0.13829169087739687,0.6467170249854736,0.0,98.8,0.28704241719930274,0,0.0,0.0,0.0,0.0,0.0,0.008134805345729227,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894828588030215,0.14352120859965137,Not-obfuscated
38,38.3421052631579,1457,0.0,0.02838322405131178,9.2,0.031571722717913524,0.13246396705559368,0.7995881949210707,0.0,106.0,0.1455044612216884,0,0.0,0.0,0.0,0.0,0.0,0.0013726835964310226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10432395332875773,0.15099519560741248,Not-obfuscated
105,29.961904761904762,3146,0.0,0.01255163133179226,8.0,0.03814367450731087,0.21837253655435473,0.4370629370629371,0.0,55.666666666666664,0.3715829624920534,0,0.0,0.0,0.0,0.0,0.0,0.007946598855689765,0,0,0,0,0,1,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677050222504768,0.13922441195168467,Not-obfuscated
83,38.48192771084337,3194,0.0,0.012806112758637593,10.85,0.06793988728866625,0.15059486537257358,0.5466499686912962,0.0,104.0909090909091,0.35848465873512836,0,0.0,0.0,0.0,0.0,0.0,0.013149655604257984,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07827175954915466,0.13337507827175954,Not-obfuscated
62,39.774193548387096,2466,0.0,0.016724084329481397,11.5625,0.07502027575020276,0.15004055150040552,0.5247364152473641,0.0,101.88888888888889,0.3718572587185726,0,0.0,0.0,0.0,0.0,0.0,0.0113544201135442,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.07664233576642336,0.13098134630981345,Not-obfuscated
70,34.371428571428574,2406,0.0,0.01691643973435084,16.133333333333333,0.10058187863674148,0.1487946799667498,0.5860349127182045,0.0,112.57142857142857,0.32751454696591853,0,0.0,0.0,0.0,0.0,0.0,0.009559434746467166,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08395677472984206,0.13591022443890274,Not-obfuscated
40,22.025,881,0.0,0.0427171352796559,6.75,0.12258796821793416,0.14869466515323496,0.0,0.0,87.875,0.7979568671963677,0,0.0,0.0,0.0,0.0,0.0,0.024971623155505107,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170261066969353,0.10442678774120318,Not-obfuscated
76,29.842105263157894,2268,0.0,0.01698614252006897,10.0,0.10141093474426807,0.18077601410934743,0.21957671957671956,0.0,71.94736842105263,0.6027336860670194,0,0.0,0.0,0.0,0.0004409171075837742,0.0,0.019400352733686066,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427689594356261,0.11596119929453262,Not-obfuscated
22,21.0,462,0.0,0.08146072024085561,9.714285714285714,0.1471861471861472,0.16666666666666666,0.0,0.0,71.8,0.7770562770562771,0,0.0,0.0,0.0,0.0,0.0,0.01948051948051948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012987012987012988,0.09956709956709957,Not-obfuscated
26,26.846153846153847,698,0.0,0.05458839709323368,9.75,0.11174785100286533,0.12034383954154727,0.0,0.0,72.625,0.832378223495702,0,0.0,0.0,0.0,0.0,0.0,0.0329512893982808,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.012893982808022923,0.09312320916905444,Not-obfuscated
28,28.321428571428573,793,0.0,0.04806660837793148,9.5,0.09583858764186633,0.1235813366960908,0.27364438839848676,0.0,78.66666666666667,0.5952080706179067,0,0.0,0.0,0.0,0.0,0.0,0.017654476670870115,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03783102143757881,0.09709962168978563,Not-obfuscated
21,27.333333333333332,574,0.0,0.06574673921313637,9.0,0.10975609756097561,0.13414634146341464,0.22996515679442509,0.0,71.4,0.6219512195121951,0,0.0,0.0,0.0,0.0,0.0,0.017421602787456445,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.036585365853658534,0.10627177700348432,Not-obfuscated
19,28.05263157894737,533,0.0,0.06856167529242267,9.142857142857142,0.1200750469043152,0.1350844277673546,0.1425891181988743,0.0,126.33333333333333,0.7110694183864915,0,0.0,0.0,0.0,0.0,0.0,0.01876172607879925,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04127579737335835,0.1050656660412758,Not-obfuscated
126,28.642857142857142,3609,0.0,0.01110111527325007,13.476190476190476,0.07841507342754225,0.18398448323635355,0.4660570795234137,0.0,77.55555555555556,0.38681075090052647,0,0.0,0.0,0.0,0.0,0.0,0.00886672208367969,0,0,0,0,0,3,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07287337212524245,0.13466334164588528,Not-obfuscated
