@relation features

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute Class {Not-obfuscated,Obfuscated}

@data
18,27.888889,502,0,0.077982,10.9,0.217131,0.167331,0.135458,0,67.8,0.675299,0,0,0,0,0,0,0,0.00996,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02988,0.121514,Not-obfuscated
39,23.333333,910,0,0.043457,13.75,0.120879,0.114286,0.030769,0,121.333333,0.8,0,0,0,0,0,0,0,0.013187,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.013187,0.101099,Not-obfuscated
48,22.458333,1078,0,0.034783,11,0.102041,0.163265,0.278293,0,48.916667,0.544527,0,0,0,0,0,0,0,0.012059,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0.046382,0.118738,Not-obfuscated
37,23.594595,873,0,0.045017,13.272727,0.167239,0.109966,0.075601,0,153.25,0.702176,0,0,0,0,0,0,0,0.019473,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252,0.098511,Not-obfuscated
66,30.393939,2006,0,0.018205,10.823529,0.091725,0.232802,0.193918,0,141.75,0.565304,0,0,0,0,0,0.000499,0,0.01994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02991,0.095214,Not-obfuscated
28,27,756,0,0.04951,11,0.058201,0.146825,0.236772,0,152,0.603175,0,0,0,0,0,0,0,0.007937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026455,0.092593,Not-obfuscated
46,23.434783,1078,0,0.037768,13.272727,0.135436,0.109462,0,0,124.285714,0.80705,0,0,0,0,0,0,0,0.022263,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.011132,0.093692,Not-obfuscated
19,30.526316,580,0,0.067137,16.076923,0.360345,0.074138,0,0,52.5,0.181034,0,0,0,0,0,0,0,0.012069,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.012069,0.082759,Not-obfuscated
33,40.30303,1330,0,0.031187,10.5,0.031579,0.141353,0.836842,0.000752,62.5,0.093985,0,0,0,0,0,0.001504,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.110526,0.159398,Not-obfuscated
23,27.043478,622,0,0.065776,13,0.104502,0.114148,0,0,0,0,0,0,0,0,0,0.006431,0,0.0209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025723,0.094855,Not-obfuscated
30,43.933333,1318,0,0.031387,16,0.060698,0.138847,0.844461,0,150,0.113809,0,0,0,0,0,0,0,0.002276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111533,0.156297,Not-obfuscated
21,17.52381,368,0,0.100375,11.181818,0.334239,0.152174,0.336957,0,0,0,0,0,0,0,0,0,0,0.002717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048913,0.100543,Not-obfuscated
18,22.333333,402,0,0.089742,19.5,0.38806,0.218905,0,0,300,0.746269,0,0,0,0,0,0,0,0.012438,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925,0.064677,Not-obfuscated
29,25.413793,737,0,0.041203,11.695652,0.364993,0.449118,0,0,375,0.50882,0,0,0,0,0,0,0,0.001357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001357,0.042062,Not-obfuscated
15,22.666667,340,0,0.100666,12.111111,0.320588,0.355882,0,0,202,0.594118,0,0,0,0,0,0,0,0.002941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002941,0.05,Not-obfuscated
7,23.857143,167,0,0.227335,13.571429,0.568862,0.041916,0,0,0,0,0,0,0,0,0,0,0,0.005988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053892,Not-obfuscated
26,24,624,0,0.056137,13,0.333333,0.334936,0,0,391,0.626603,0,0,0,0,0,0,0,0.008013,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615,0.05609,Not-obfuscated
17,30.764706,523,0,0.062355,10.363636,0.217973,0.328872,0.357553,0,0,0,0,0,0,0,0,0,0,0.001912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049713,0.086042,Not-obfuscated
10,26.7,267,0,0.153052,11.571429,0.303371,0.153558,0,0,76,0.569288,0,0,0,0,0,0,0,0.011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003745,0.071161,Not-obfuscated
7,19.285714,135,0,0.275776,10.833333,0.481481,0.044444,0,0,0,0,0,0,0,0,0,0,0,0.007407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059259,Not-obfuscated
18,22.611111,407,0,0.078241,10.5,0.309582,0.407862,0,0,221,0.542998,0,0,0,0,0,0,0,0.002457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002457,0.04914,Not-obfuscated
9,23.777778,214,0,0.186294,11.142857,0.364486,0.163551,0,0,168,0.785047,0,0,0,0,0,0,0,0.004673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004673,0.060748,Not-obfuscated
22,21,462,0,0.091345,14,0.515152,0.082251,0,0,400,0.865801,0,0,0,0,0,0,0,0.006494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002165,0.0671,Not-obfuscated
36,28.083333,1011,0,0.033141,13.666667,0.283877,0.363996,0.183976,0,453,0.448071,0,0,0,0,0,0,0,0.002967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032641,0.072206,Not-obfuscated
29,28.275862,820,0,0.044084,16.153846,0.256098,0.289024,0.226829,0,401,0.489024,0,0,0,0,0,0,0,0.006098,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040244,0.082927,Not-obfuscated
16,19,304,0,0.136483,13.833333,0.546053,0.082237,0,0,261,0.858553,0,0,0,0,0,0,0,0.003289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003289,0.065789,Not-obfuscated
11,15.181818,167,0,0.223535,12.428571,0.520958,0.065868,0,0,0,0,0,0,0,0,0,0,0,0.005988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065868,Not-obfuscated
24,23.625,567,0,0.06776,21.5,0.379189,0.218695,0,0,108,0.761905,0,0,0,0,0,0.001764,0,0.014109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031746,0.089947,Not-obfuscated
17,27.117647,461,0,0.079843,10.857143,0.164859,0.260304,0.401302,0,166,0.360087,0,0,0,0,0,0,0,0.002169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060738,0.101952,Not-obfuscated
7,17.285714,121,0,0.301888,10.6,0.438017,0.041322,0,0,0,0,0,0,0,0,0,0,0,0.008264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057851,Not-obfuscated
14,21.785714,305,0,0.111106,9.777778,0.288525,0.357377,0,0,180,0.590164,0,0,0,0,0,0,0,0.003279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003279,0.055738,Not-obfuscated
11,21.272727,234,0,0.157957,11.333333,0.290598,0.273504,0,0,157,0.67094,0,0,0,0,0,0,0,0.004274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004274,0.059829,Not-obfuscated
12,25.083333,301,0,0.121819,17.142857,0.398671,0.272425,0,0,210,0.697674,0,0,0,0,0,0,0,0.003322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013289,0.066445,Not-obfuscated
13,21.538462,280,0,0.127133,12,0.3,0.325,0,0,174,0.621429,0,0,0,0,0,0,0,0.003571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003571,0.053571,Not-obfuscated
10,27.3,273,0,0.11505,12.875,0.377289,0.369963,0,0,0,0,0,0,0,0,0,0,0,0.003663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03663,Not-obfuscated
13,21.769231,283,0,0.124393,12.285714,0.303887,0.321555,0,0,177,0.625442,0,0,0,0,0,0,0,0.003534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003534,0.053004,Not-obfuscated
29,26.551724,770,0,0.046823,14.75,0.22987,0.288312,0.24026,0,367,0.476623,0,0,0,0,0,0,0,0.006494,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042857,0.087013,Not-obfuscated
25,25.68,642,0,0.048252,12.736842,0.376947,0.422118,0,0,344,0.535826,0,0,0,0,0,0,0,0.001558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001558,0.042056,Not-obfuscated
18,23.944444,431,0,0.077142,11.071429,0.359629,0.36891,0,0,252,0.584687,0,0,0,0,0,0,0,0.00232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232,0.046404,Not-obfuscated
12,21.5,258,0,0.141755,13.166667,0.306202,0.294574,0,0,168,0.651163,0,0,0,0,0,0,0,0.003876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003876,0.054264,Not-obfuscated
13,22.153846,288,0,0.123824,13.142857,0.319444,0.315972,0,0,182,0.631944,0,0,0,0,0,0,0,0.003472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003472,0.052083,Not-obfuscated
23,28.434783,654,0,0.055441,16.888889,0.232416,0.266055,0.301223,0,294,0.449541,0,0,0,0,0,0,0,0.004587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056575,0.093272,Not-obfuscated
19,23.263158,442,0,0.074115,14.916667,0.404977,0.400452,0,0,244,0.552036,0,0,0,0,0,0,0,0.002262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002262,0.042986,Not-obfuscated
33,32.545455,1074,0,0.035748,10.1875,0.151769,0.104283,0.094972,0,226,0.631285,1,0.000931,0,0,0,0,0,0.029795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013035,0.072626,Not-obfuscated
125,37.928,4741,0,0.008016,30.173913,0.58553,0.109682,0.024467,0,484,0.816705,0,0,0,0,0,0.000844,0,0.009703,0,0,0,0,0,2,0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.012656,0.066442,Not-obfuscated
151,27.754967,4191,0,0.009895,24.555556,0.158196,0.132665,0.112384,0,163.368421,0.740635,0,0,0,0,0,0,0,0.026485,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029826,0.109759,Not-obfuscated
46,43.826087,2016,0,0.020952,21.75,0.129464,0.15377,0.655258,0,558,0.276786,0,0,0,0,0,0.002976,0,0.005456,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089782,0.144345,Not-obfuscated
37,32.027027,1185,0,0.032717,12,0.050633,0.178059,0.133333,0,88.555556,0.672574,0,0,0,0,0,0,0,0.006751,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027848,0.108017,Not-obfuscated
17,25.647059,436,0,0.091702,16.222222,0.334862,0.12844,0,0,151.5,0.694954,0,0,0,0,0,0,0,0.011468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038991,0.112385,Not-obfuscated
48,33.958333,1630,0,0.024487,6.821429,0.117178,0.098773,0.023926,0,346.5,0.850307,0,0,0,0,0,0,0,0.036196,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007975,0.08589,Not-obfuscated
74,33.635135,2489,0,0.016204,14.307692,0.074729,0.103254,0.258337,0,531.333333,0.640418,0,0,0,0,0,0,0,0.024508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022499,0.117316,Not-obfuscated
47,36.404255,1711,0,0.02358,21.222222,0.223261,0.097604,0,0,504.333333,0.884278,0,0,0,0,0,0,0,0.030976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022209,0.092344,Not-obfuscated
100,38.89,3889,0,0.010942,18.85,0.09694,0.129853,0.342247,0,156.625,0.322191,0,0,0,0,0,0,0,0.021342,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.05297,0.113397,Not-obfuscated
18,35.388889,637,0,0.066325,7.666667,0.10832,0.084772,0.036107,0,75,0.235479,0,0,0,0,0,0,0,0.012559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.012559,0.081633,Not-obfuscated
17,34.411765,585,0,0.064581,26.75,0.365812,0.17094,0.188034,0,0,0,0,0,0,0,0,0,0,0.008547,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05641,0.111111,Not-obfuscated
37,40.702703,1506,0,0.027036,20.857143,0.484728,0.071713,0,0,210,0.418327,3,0.000664,0,0,0,0.038513,0,0.007304,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007968,0.067729,Not-obfuscated
29,34.724138,1007,0,0.040231,25.666667,0.458788,0.122145,0.02284,0,172.2,0.855015,0,0,0,0,0,0,0,0.013903,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028798,0.088381,Not-obfuscated
180,24.594444,4427,0,0.009001,9.5,0.030043,0.156088,0.238988,0,94.714286,0.599051,0,0,0,0,0,0,0,0.030946,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04721,0.138017,Not-obfuscated
25,25,625,0,0.065388,16.363636,0.288,0.104,0,0,546,0.8736,0,0,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.0992,Not-obfuscated
54,17.648148,953,0,0.040704,9,0.037775,0.06191,0,0,68.083333,0.857293,0,0.001049,0,0,0,0,0,0.03043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003148,0.078699,Not-obfuscated
427,28.819672,12306,0,0.003438,10.245734,0.243946,0.120917,0.093694,0,241.74359,0.76613,2.4,0.000406,0,0,0,0.008045,0.000163,0.016333,0,0,0,0,1,3,0,0,10,8,0,2,0,5,0,0,2,0,0,3,0,1,0,0,0,0.022184,0.104583,Not-obfuscated
66,24.545455,1620,0,0.025022,19,0.211111,0.148765,0,0,69.578947,0.816049,0,0,0,0,0,0,0,0.015432,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0.022222,0.109259,Not-obfuscated
305,32.15082,9806,0,0.004251,8.205714,0.146441,0.089741,0.071079,0,570.142857,0.813991,0,0,0,0,0,0.004691,0,0.023863,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018662,0.086172,Not-obfuscated
607,39.09061,23728,0,0.00176,7.183381,0.105656,0.087449,0.111219,0,669.964286,0.790585,1,0.000042,0,0,0,0.002444,0,0.02967,0,0,0,0,0,0,0,0,9,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.022336,0.085974,Not-obfuscated
39,21.820513,851,0,0.045135,10.333333,0.036428,0.141011,0.032902,0,221.666667,0.781434,1,0.001175,0,0,0,0,0,0.031727,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0.022327,0.104583,Not-obfuscated
58,34.137931,1980,0,0.021569,12.5,0.075758,0.110606,0.562121,0,0,0,0,0,0,0,0,0,0,0.012626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080303,0.132323,Not-obfuscated
37,12.594595,466,0,0.083008,8.388889,0.324034,0.133047,0,0,121.666667,0.783262,0,0,0,0,0,0,0,0.019313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006438,0.094421,Not-obfuscated
62,14.66129,909,0,0.041807,10.333333,0.034103,0.122112,0.243124,0,0,0,0,0,0,0,0,0,0,0.035204,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045105,0.138614,Not-obfuscated
9,26.666667,240,0,0.168405,23.8,0.495833,0.116667,0,0,211,0.879167,0,0,0,0,0,0,0,0.004167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041667,0.1125,Not-obfuscated
38,35.421053,1346,0,0.029788,12.4,0.046062,0.074294,0.041605,0,122,0.181278,0,0,0,0,0,0,0,0.028232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011144,0.090639,Not-obfuscated
13,32.615385,424,0,0.092203,11.428571,0.188679,0.087264,0.436321,0,0,0,0,0,0,0,0,0,0,0.018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054245,0.103774,Not-obfuscated
7,16.571429,116,0,0.320232,10.666667,0.275862,0.051724,0,0,0,0,0,0,0,0,0,0,0,0.025862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008621,0.068966,Not-obfuscated
29,42.62069,1236,0,0.033716,12.4,0.050162,0.084142,0.012945,0,320,0.2589,0,0,0,0,0,0,0,0.018608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007282,0.097087,Not-obfuscated
23,37.478261,862,0,0.043867,10.333333,0.035963,0.088167,0.403712,0,0,0,0,0,0,0,0,0,0,0.015081,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054524,0.102088,Not-obfuscated
18,32.555556,586,0,0.064904,26.75,0.365188,0.167235,0.264505,0,0,0,0,0,0,0,0,0,0,0.005119,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059727,0.109215,Not-obfuscated
23,24.26087,558,0,0.07121,11.222222,0.181004,0.100358,0.197133,0,131,0.704301,0,0,0,0,0,0.005376,0,0.019713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03405,0.107527,Not-obfuscated
106,29.820755,3161,0,0.013476,12.962963,0.110724,0.117684,0.255299,0,218.444444,0.621955,4,0.000316,0,0,0,0,0,0.018665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026574,0.106295,Not-obfuscated
143,26.216783,3749,0,0.011053,18,0.081622,0.112563,0.017071,0,315.5,0.841558,0,0,0,0,0,0,0,0.034943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009869,0.092025,Not-obfuscated
106,25.613208,2715,0,0.015287,17.882353,0.111971,0.137385,0.022468,0,221,0.813996,0,0,0,0,0,0,0,0.032044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014365,0.097606,Not-obfuscated
197,30.492386,6007,0,0.006745,15.410256,0.10005,0.199767,0.029799,0,136.515152,0.749958,0,0,0,0,0,0,0,0.025637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015482,0.087398,Not-obfuscated
165,31.145455,5139,0,0.00781,15.641026,0.1187,0.217163,0.038918,0,113.151515,0.726601,0,0,0,0,0,0,0,0.022962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018291,0.090485,Not-obfuscated
24,21.833333,524,0,0.07294,10.333333,0.05916,0.082061,0.141221,0,182,0.347328,1,0.001908,0,0,0,0,0,0.01145,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0.03626,0.09542,Not-obfuscated
27,23.037037,622,0,0.064278,10.333333,0.049839,0.081994,0.101286,0,469,0.754019,0,0,0,0,0,0,0,0.025723,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019293,0.109325,Not-obfuscated
129,38.992248,5030,0,0.008451,6.416667,0.137773,0.120676,0.261431,0,451.571429,0.628429,0,0,0,0,0,0,0,0.034195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032803,0.105368,Not-obfuscated
62,30.693548,1903,0,0.02183,12.2,0.064109,0.093537,0.170783,0,166.571429,0.612717,0,0,0,0,0,0,0,0.018917,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.035733,0.106148,Not-obfuscated
152,38.098684,5791,0,0.00664,10.333333,0.005353,0.22604,0.063892,0,251.4375,0.694699,0,0,0,0,0,0,0.002418,0.024348,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020722,0.113625,Not-obfuscated
35,24.514286,858,0,0.047374,17.777778,0.18648,0.135198,0.030303,0,170.25,0.793706,0,0,0,0,0,0,0,0.02331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01049,0.08042,Not-obfuscated
100,49.6,4960,0,0.007857,6.033557,0.18125,0.06754,0.120161,0,504.625,0.813911,0,0,0,0,0,0,0,0.024798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.020161,0.08125,Not-obfuscated
21,40.047619,841,0,0.048632,9.2,0.109394,0.083234,0.209275,0,281,0.334126,0,0,0,0,0,0,0,0.017836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032105,0.095125,Not-obfuscated
37,29.108108,1077,0,0.037663,7.916667,0.176416,0.132776,0.066852,0,166.4,0.772516,0,0,0,0,0,0,0,0.024141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008357,0.089136,Not-obfuscated
101,35.762376,3612,0,0.011459,8.574468,0.111573,0.130952,0.17691,0,311.875,0.690753,0,0,0,0,0,0.000277,0,0.026855,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028239,0.114895,Not-obfuscated
133,29.195489,3883,0,0.010345,18.117647,0.07932,0.159413,0.068504,0,225.153846,0.753799,0,0,0,0,0,0,0,0.020345,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016225,0.104043,Not-obfuscated
117,29.068376,3401,0,0.012058,18,0.089974,0.168774,0.077624,0,192.923077,0.73743,0,0,0,0,0,0,0,0.023228,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020582,0.102617,Not-obfuscated
264,27.382576,7229,0,0.005563,16.914894,0.109974,0.225757,0.057408,0,93.12963,0.69567,0,0,0,0,0,0.001107,0,0.021718,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019781,0.110527,Not-obfuscated
218,28.036697,6112,0,0.006627,16.536585,0.110929,0.217932,0.071826,0,117.916667,0.694535,0,0,0,0,0,0,0,0.022742,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024378,0.108802,Not-obfuscated
32,24.65625,789,0,0.048593,9.75,0.04943,0.157161,0.396705,0,120.333333,0.457541,1,0.001267,0,0,0,0,0,0.007605,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.068441,0.139417,Not-obfuscated
19,19.947368,379,0,0.100657,10.333333,0.081794,0.150396,0,0,153,0.807388,1,0.002639,0,0,0,0,0,0.010554,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.039578,0.139842,Not-obfuscated
14,22.571429,316,0,0.122384,10.333333,0.098101,0.123418,0.129747,0,0,0,0,0,0,0,0,0,0,0.018987,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044304,0.136076,Not-obfuscated
97,32.536082,3156,0,0.013336,10.052632,0.06052,0.122624,0.446134,0,163.555556,0.466413,0,0,0,0,0,0.001584,0,0.014575,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062104,0.117554,Not-obfuscated
22,27,594,0,0.066595,11.6,0.195286,0.082492,0.232323,0,198.5,0.66835,0,0,0,0,0,0.001684,0,0.016835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031987,0.09596,Not-obfuscated
94,26.638298,2504,0,0.01588,17.576923,0.182508,0.188498,0.11901,0,61.703704,0.665335,1,0.000399,0,0,0,0,0,0.011981,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0.036741,0.119808,Not-obfuscated
