@relation features

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute F8 numeric
@attribute F9 numeric
@attribute F10 numeric
@attribute F11 numeric
@attribute F12 numeric
@attribute F13 numeric
@attribute F14 numeric
@attribute F15 numeric
@attribute F16 numeric
@attribute F17 numeric
@attribute F18 numeric
@attribute F19 numeric
@attribute F20 numeric
@attribute F21 numeric
@attribute F22 numeric
@attribute F23 numeric
@attribute F24 numeric
@attribute F25 numeric
@attribute F26 numeric
@attribute F27 numeric
@attribute F28 numeric
@attribute F29 numeric
@attribute F30 numeric
@attribute F31 numeric
@attribute F32 numeric
@attribute F33 numeric
@attribute F34 numeric
@attribute F35 numeric
@attribute F36 numeric
@attribute F37 numeric
@attribute F38 numeric
@attribute F39 numeric
@attribute F40 numeric
@attribute F41 numeric
@attribute F42 numeric
@attribute F43 numeric
@attribute F44 numeric
@attribute F45 numeric
@attribute F46 numeric
@attribute F47 numeric
@attribute Class {Not-obfuscated,Obfuscated}

@data
1,15234,15234,1,0.002743,7.098765,0.150978,0.009715,0,0,109.919118,0.981292,0,0,0,0,0,0.000394,0.004201,0.014901,5,2,0,1,0,13,0,0,1,60,0,3,0,43,1,4,0,0,0,0,87,2,0,0,0,0.000131,0.009649,Obfuscated
1,3844,3844,1,0.010908,7.158416,0.188085,0.008325,0,0,63.610169,0.976327,0,0,0,0,0,0,0.00052,0.020031,0,0,0,0,0,4,0,0,1,15,0,0,0,11,0,31,0,0,0,0,19,1,0,0,0,0.00026,0.008065,Obfuscated
1,10723,10723,1,0.003857,13.225108,0.284902,0.009232,0,0,157.552239,0.984426,0,0,0,0,0,0.015667,0,0.017346,0,0,0,0,0,0,0,0,0,0,0,32,0,2,0,0,0,0,0,0,64,1,0,0,0,0.000093,0.009139,Obfuscated
1,100236,100236,1,0.000408,12.205431,0.340826,0.002564,0,0,259.385417,0.993695,0,0,0,0,0,0.015843,0.0001,0.019394,15,16,1,0,0,4,0,0,0,13,0,10,0,29,4,0,0,0,1,0,188,1,0,0,0,0.00005,0.002554,Obfuscated
1,10326,10326,1,0.004008,7.433594,0.184292,0.011137,0,0,113.370787,0.977145,0,0,0,0,0,0.000581,0.000968,0.018788,2,0,0,2,0,5,0,0,9,30,0,2,0,16,0,2,0,0,0,0,79,2,0,0,0,0.000194,0.01104,Obfuscated
1,4881,4881,1,0.008499,10.702247,0.390289,0.003893,0,0,120.525,0.987707,0,0,0,0,0,0.014956,0.00041,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0.000205,0.003688,Obfuscated
1,32810,32810,1,0.001245,11.702869,0.348126,0.003779,0,0,179.58011,0.990674,0,0,0,0,0,0.016336,0,0.016885,0,0,0,0,0,1,0,0,0,1,0,8,0,35,0,0,0,0,0,0,86,1,0,0,0,0.000305,0.003749,Obfuscated
1,2577,2577,1,0.016381,12.533333,0.437718,0.004657,0,0,255.4,0.991075,0,0,0,0,0,0.024447,0,0.015134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,0,0,0.000388,0.004269,Obfuscated
12,233,2796,0.083333,0.015477,6.952381,0.156652,0.044349,0.831903,0,99.869565,0.821531,1,0.000715,0,0,0,0,0.001431,0.017525,0,0,0,0,0,1,0,0,0,7,0,0,0,10,0,27,0,0,0,2,13,1,0,0,0,0.021459,0.037196,Obfuscated
1,6087,6087,1,0.006733,9.133333,0.270084,0.004929,0,0,188.25,0.98965,0,0,0,0,0,0.009036,0,0.028421,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,22,1,0,0,0,0.000164,0.004764,Obfuscated
1,585,585,0,0.070528,9.125,0.249573,0.010256,0,0,95.333333,0.977778,0,0,0,0,0,0,0,0.017094,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.001709,0.008547,Obfuscated
1,483,483,0,0.085072,8.583333,0.213251,0.012422,0,0,94.2,0.975155,0,0,0,0,0,0,0,0.016563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.00207,0.010352,Obfuscated
1,909,909,0,0.044746,8.232558,0.389439,0.006601,0,0,179.2,0.985699,0,0,0,0,0,0,0,0.012101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.0011,0.005501,Obfuscated
1,6733,6733,1,0.006185,14.41048,0.490123,0.003862,0,0,222.533333,0.991534,0,0,0,0,0,0.019011,0,0.016486,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,23,1,0,0,0,0.000149,0.003713,Obfuscated
1,1547,1547,1,0.027521,8.186047,0.227537,0.013575,0,0,108.071429,0.978022,0.6,0.003232,0,0,0,0.004525,0,0.006464,4,5,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,6,1,0,0,0,0.001293,0.012928,Obfuscated
55,226.927273,12481,0.036364,0.003457,8.082317,0.212403,0.11193,0.893037,0,121,0.707716,0,0.00008,0,0,0,0.00016,0.005048,0.011938,2,3,0,0,0,0,0,0,0,26,0,0,0,28,1,2,0,0,0,0,19,1,0,0,0,0.010656,0.030286,Obfuscated
1,52926,52926,1,0.000777,16.138873,0.535767,0.001058,0,0,280.06383,0.994823,0,0,0,0,0,0.032479,0,0.01213,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,39,1,0,0,0,0.000038,0.001039,Obfuscated
1,1695,1695,1,0.024365,7.37931,0.126254,0.017699,0,0,127.076923,0.974631,0,0,0,0,0,0.00236,0.00118,0.013569,0,0,0,0,0,0,0,0,0,6,0,4,0,3,0,1,1,0,0,5,17,3,0,0,0,0.00118,0.017109,Obfuscated
1,2143,2143,1,0.019989,10.93617,0.239851,0.011199,0,0,87.291667,0.977601,2,0.000467,0,0,0,0.006533,0.0028,0.016799,0,0,0,0,0,1,0,0,1,11,0,3,0,7,0,6,3,0,0,1,13,2,0,0,0,0.001867,0.010733,Obfuscated
2,865,1730,0.5,0.024782,7.021739,0.186705,0.019075,0,0,101.0625,0.934682,1,0.000578,0,0,0,0,0,0.013873,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0.00578,0.019075,Obfuscated
2,533,1066,0,0.039656,7,0.229831,0.011257,0,0,67.666667,0.571295,0,0.001876,0,0,0,0.000938,0,0.022514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0.000938,0.011257,Obfuscated
10,229.2,2292,0.1,0.019073,7.787234,0.159686,0.029232,0.080716,0,107.888889,0.847295,0,0,0,0,0,0,0.000873,0.012216,0,0,0,0,0,2,0,0,0,4,1,0,0,3,0,12,0,0,0,0,4,1,0,0,0,0.016143,0.029668,Obfuscated
1,5207,5207,1,0.008195,13.387879,0.424237,0.003265,0,0,206.56,0.991742,0,0,0,0,0,0.018629,0.000768,0.018053,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,0,15,1,0,0,0,0.000192,0.003073,Obfuscated
1,9415,9415,1,0.000098,6.5,0.002762,0.000425,0,0,0,0,0,0,0,0,0,0,0,0.000212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319,Obfuscated
1,551,551,0,0.073532,7.1,0.128857,0.014519,0,0,68.428571,0.869328,1.5,0.00363,0,0,0,0,0,0.012704,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.001815,0.012704,Obfuscated
1,495,495,0,0.083534,6.923077,0.181818,0.018182,0,0,79.833333,0.967677,0,0,0,0,0,0,0,0.014141,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,1,0,0,0,0.00404,0.016162,Obfuscated
9,118.444444,1066,0,0.040262,8.52,0.199812,0.043152,0.173546,0,90.444444,0.763602,0,0,0,0,0,0.00469,0.001876,0.010319,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0.026266,0.043152,Obfuscated
9,116.111111,1045,0,0.041483,14.65,0.280383,0.045933,0.177033,0,161.6,0.773206,0,0,0,0,0,0.02488,0,0.008612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.027751,0.045933,Obfuscated
1,583,583,0,0.071051,8.473684,0.276158,0.010292,0,0,81.285714,0.975986,0,0,0,0,0,0.001715,0,0.015437,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,1,0,0,0,0.001715,0.008576,Obfuscated
1,1689,1689,1,0.02352,8.444444,0.44997,0.004144,0,0,279.5,0.992895,0,0,0,0,0,0.009473,0,0.026051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.001184,0.003552,Obfuscated
1,494,494,0,0.083849,8.333333,0.151822,0.016194,0,0,96,0.97166,0,0,0,0,0,0,0,0.01417,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,1,0,0,0,0.002024,0.01417,Obfuscated
1,9537,9537,1,0.004562,10.493827,0.178253,0.009018,0,0,135.971014,0.983748,0.928571,0.002936,0,0,0,0,0.000629,0.013107,0,0,2,0,0,1,0,3,2,23,0,2,0,23,0,0,1,0,3,4,6,1,0,0,0,0.00021,0.008913,Obfuscated
335,46.107463,15446,0.002985,0.002684,7,0.029457,0.160106,0.529911,0,92.964286,0.168523,0,0,0,0,0,0.000324,0,0.002331,0,0,0,0,0,0,0,0,0,9,0,1,0,7,0,0,0,0,0,0,10,1,0,0,0,0.038845,0.088955,Obfuscated
1,387,387,0,0.107315,12.666667,0.196382,0.01292,0,0,75.2,0.971576,0,0,0,0,0,0,0,0.015504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.002584,0.010336,Obfuscated
47,270.659574,12721,0.042553,0.003429,10.246964,0.198962,0.027907,0.08089,0,105.672897,0.888845,1.5,0.002201,0,0,0,0.00338,0.002044,0.014857,2,0,1,3,0,3,0,2,9,35,1,9,0,39,0,3,7,0,2,7,32,2,0,0,0,0.004009,0.023347,Obfuscated
8,94.875,759,0,0.057104,9.866667,0.194993,0.052701,0.226614,0,107.6,0.708827,0,0,0,0,0,0,0,0.013175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.032938,0.054018,Obfuscated
1,458,458,0,0.089575,8.25,0.216157,0.010917,0,0,74.333333,0.973799,0,0,0,0,0,0,0,0.017467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.002183,0.008734,Obfuscated
1,1542,1542,1,0.027601,19.777778,0.461738,0.005188,0,0,126.75,0.986381,0,0,0,0,0,0.023346,0,0.009079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.000649,0.00454,Obfuscated
1,1197,1197,1,0.035138,7.382979,0.289891,0.01086,0,0,117.5,0.981621,1,0.000835,0,0,0,0,0.003342,0.015873,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0.000835,0.010025,Obfuscated
1,1295,1295,1,0.032536,8.5,0.328185,0.010039,0,0,127.3,0.983012,1,0.000772,0,0,0,0.0139,0.003089,0.014672,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0.000772,0.009266,Obfuscated
1,630,630,0,0.066338,11.944444,0.34127,0.009524,0,0,103,0.980952,0,0,0,0,0,0.004762,0,0.014286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.001587,0.007937,Obfuscated
10,80.8,808,0,0.05385,9.538462,0.153465,0.060644,0.253713,0,106.2,0.657178,0,0,0,0,0,0,0,0.008663,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0.035891,0.060644,Obfuscated
10,249.6,2496,0.1,0.017007,9.683333,0.232772,0.025641,0.085737,0,171.076923,0.891026,1,0.000401,0,0,0,0.007212,0,0.016827,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,4,1,0,0,0,0.011218,0.025641,Obfuscated
1,370,370,0,0.111335,9,0.145946,0.013514,0,0,80.5,0.87027,0,0,0,0,0,0.005405,0,0.013514,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.002703,0.010811,Obfuscated
1,629,629,0,0.066621,6.8125,0.173291,0.015898,0,0,76.5,0.972973,1,0.00159,0,0,0,0,0,0.015898,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.00159,0.014308,Obfuscated
1,1207,1207,1,0.034644,6.5,0.183099,0.011599,0,0,107.545455,0.980116,1,0.000829,0,0,0,0,0.001657,0.014913,3,3,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,6,1,0,0,0,0.000829,0.010771,Obfuscated
1,857,857,0,0.049317,7.208333,0.201867,0.02217,0,0,82.9,0.967328,1,0.001167,0,0,0,0,0,0.014002,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0.001167,0.021004,Obfuscated
1,1844,1844,1,0.023339,9.488889,0.231562,0.013557,0,0,106.058824,0.977766,1,0.000542,0,0,0,0.003254,0.002169,0.015727,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,6,1,0,0,0,0.000542,0.013015,Obfuscated
1,963,963,0,0.044042,7.354839,0.23676,0.014538,0,0,94,0.976116,1,0.001038,0,0,0,0,0,0.012461,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0.001038,0.013499,Obfuscated
1,932,932,0,0.045705,7.533333,0.242489,0.013948,0,0,101.222222,0.977468,1,0.001073,0,0,0,0,0,0.012876,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001073,0.012876,Obfuscated
1,1199,1199,1,0.035341,7.37931,0.178482,0.016681,0,0,89.769231,0.973311,1,0.002502,0,0,0,0,0,0.011676,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0.000834,0.015847,Obfuscated
1,921,921,0,0.046258,8.28,0.224756,0.016287,0,0,112.375,0.976113,1,0.001086,0,0,0,0,0,0.014115,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001086,0.015201,Obfuscated
1,930,930,0,0.044655,6.84,0.183871,0.013978,0,0,90.8,0.976344,1,0.001075,0,0,0,0,0,0.012903,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0.001075,0.012903,Obfuscated
1,1195,1195,1,0.034774,6.5,0.195816,0.017573,0,0,166.857143,0.977406,1.5,0.001674,0,0,0,0,0,0.0159,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0.001674,0.016736,Obfuscated
1,910,910,0,0.046121,7.461538,0.213187,0.014286,0,0,111.25,0.978022,1,0.001099,0,0,0,0,0,0.013187,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001099,0.013187,Obfuscated
2,858.5,1717,0.5,0.024401,7.822581,0.282469,0.011066,0,0,160.7,0.935935,3,0.000582,0,0,0,0.006989,0,0.01456,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.000582,0.011066,Obfuscated
1,4833,4833,1,0.008417,10.807432,0.661908,0.001035,0,0,140.970588,0.991724,0,0,0,0,0,0.004759,0,0.01138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.000207,0.000828,Obfuscated
15,302.333333,4535,0.066667,0.009442,13.5,0.172657,0.021169,0.083131,0,103.948718,0.893936,2.25,0.000882,0,0,0,0.009702,0,0.006836,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,0,2,4,1,0,0,0,0.008159,0.021169,Obfuscated
10,181.5,1815,0,0.023494,10.106383,0.261708,0.033609,0.117906,0,140.909091,0.853994,1,0.000551,0,0,0,0.011019,0,0.008815,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,4,1,0,0,0,0.015978,0.033609,Obfuscated
1,1457,1457,1,0.028233,6.673077,0.238161,0.010295,0,0,102.071429,0.980782,1,0.000686,0,0,0,0,0,0.017845,0,0,0,0,0,2,0,0,3,3,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.000686,0.009609,Obfuscated
1,16843,16843,1,0.00251,14.571157,0.455916,0.002019,0,0,274.540984,0.9943,0,0,0,0,0,0.02553,0,0.013359,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,2,0,0,0,23,1,0,0,0,0.000178,0.001959,Obfuscated
10,107.1,1071,0,0.040479,10.230769,0.248366,0.045752,0.199813,0,102.375,0.764706,0,0,0,0,0,0.003735,0,0.009337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.026144,0.045752,Obfuscated
1,84,84,0,0.435399,11.666667,0.416667,0.011905,0,0,16.666667,0.595238,0,0,0,0,0,0,0,0.011905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Obfuscated
1,1666,1666,1,0.025792,11.271429,0.473589,0.008403,0,0,164.1,0.984994,0,0,0,0,0,0.013205,0.0012,0.008403,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0.0006,0.007803,Obfuscated
1,5316,5316,1,0.007778,13.385542,0.417983,0.001317,0,0,311.235294,0.995297,0,0,0,0,0,0.019564,0,0.018999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.000188,0.001129,Obfuscated
9,138,1242,0,0.034673,8.785714,0.198068,0.037842,0.148953,0,130.571429,0.73591,2,0.000805,0,0,0,0,0,0.013688,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4,1,0,0,0,0.022544,0.037842,Obfuscated
2,240.5,481,0,0.088082,7.923077,0.214137,0.018711,0,0,55.625,0.925156,0,0,0,0,0,0,0,0.014553,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.004158,0.018711,Obfuscated
10,185.1,1851,0.1,0.023692,7.254237,0.231226,0.028633,0.103728,0,86.722222,0.843328,0,0,0,0,0,0.003782,0,0.014587,0,0,2,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,2,0,4,1,0,0,0,0.015127,0.028633,Obfuscated
1,4724,4724,1,0.008974,8.339806,0.181837,0.009738,0,0,112.195122,0.973751,1.75,0.000847,0,0,0,0.000847,0.002117,0.01503,0,0,1,0,0,4,0,0,0,16,0,1,0,15,0,2,0,0,1,0,15,1,0,0,0,0.000847,0.009526,Obfuscated
7,441.428571,3090,0.142857,0.013822,10.708738,0.356958,0.019094,0.054693,0,168.411765,0.926537,2,0.000647,0,0,0,0.015534,0,0.013916,0,0,0,0,0,0,0,0,0,5,0,1,0,9,0,0,0,0,0,0,4,1,0,0,0,0.008091,0.019094,Obfuscated
1,40210,40210,1,0.001027,11.623048,0.388784,0.00281,0,0,171.668103,0.990475,0.5,0.00005,0,0,0,0.014499,0.00005,0.021835,0,0,0,0,0,4,0,0,0,13,0,19,0,16,0,24,2,0,0,1,58,2,0,0,0,0.000124,0.002785,Obfuscated
1,6599,6599,1,0.006287,8.272727,0.275799,0.007122,0,0,129.98,0.984846,0,0,0,0,0,0,0.00394,0.020609,0,0,4,0,1,8,0,0,0,18,0,6,0,15,0,1,0,0,4,0,18,3,0,0,0,0.000152,0.006971,Obfuscated
1,1059,1059,1,0.039122,7.235294,0.232295,0.012276,0,0,148.571429,0.982059,1,0.000944,0,0,0,0,0,0.017941,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.000944,0.011331,Obfuscated
1,994,994,0,0.042277,7.576923,0.198189,0.014085,0,0,121.625,0.978873,1,0.001006,0,0,0,0.001006,0,0.015091,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001006,0.013078,Obfuscated
21,99.238095,2084,0,0.02172,7.375,0.084933,0.086852,0.508157,0,133.285714,0.447697,1,0.00048,0,0,0,0,0,0.006238,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0.068138,0.095969,Obfuscated
1,2172,2172,1,0.018175,6.204082,0.139963,0.010129,0,0,152.642857,0.983886,1,0.00046,0,0,0,0,0,0.017956,8,8,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,5,1,0,0,0,0.00046,0.009669,Obfuscated
21,91.857143,1929,0,0.023426,6.952381,0.075687,0.093831,0.548989,0,97.125,0.402799,1,0.000518,0,0,0,0,0,0.007258,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.073613,0.103681,Obfuscated
1,1171,1171,1,0.035816,6.923077,0.153715,0.011956,0,0,127.666667,0.981213,3,0.002562,0,0,0,0,0,0.013664,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0.000854,0.011102,Obfuscated
1,872,872,0,0.04903,8.555556,0.176606,0.014908,0,0,106.5,0.977064,1,0.001147,0,0,0,0,0,0.016055,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001147,0.013761,Obfuscated
1,1498,1498,1,0.027781,8.36,0.279039,0.011348,0,0,147.2,0.982644,1,0.000668,0,0,0,0.002003,0,0.012016,5,7,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0.000668,0.010681,Obfuscated
1,1220,1220,1,0.033182,13.225,0.433607,0.009836,0,0,171.714286,0.985246,1,0.00082,0,0,0,0.040984,0.001639,0.009016,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,0,0,0,0.00082,0.009016,Obfuscated
1,2662,2662,1,0.015567,7.317073,0.225394,0.013899,0,0,144.888889,0.979715,1,0.000376,0,0,0,0.001127,0,0.014651,9,9,0,0,0,0,0,0,9,0,0,3,0,1,1,0,0,0,0,0,4,1,0,0,0,0.000376,0.013524,Obfuscated
1,878,878,0,0.047021,6.909091,0.173121,0.013667,0,0,122.857143,0.979499,1,0.001139,0,0,0,0,0,0.015945,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001139,0.012528,Obfuscated
1,881,881,0,0.047752,7.740741,0.23723,0.014756,0,0,107.625,0.977299,1,0.001135,0,0,0,0,0,0.014756,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001135,0.013621,Obfuscated
1,1793,1793,1,0.02326,9.791667,0.393196,0.007808,0,0,160.818182,0.986615,1,0.000558,0,0,0,0.012828,0,0.010597,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0.000558,0.00725,Obfuscated
1,1737,1737,1,0.024325,6.697674,0.165803,0.01612,0,0,99.588235,0.974669,1.75,0.002303,0,0,0,0,0.001151,0.012666,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,9,2,0,0,0,0.001151,0.015544,Obfuscated
1,1181,1181,1,0.035398,7.140351,0.344623,0.009314,0,0,116.1,0.983065,1,0.000847,0,0,0,0,0,0.008467,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.000847,0.008467,Obfuscated
1,26210,26210,1,0.001625,7.933333,0.063564,0.009691,0,0,345.08,0.987448,2.444444,0.002404,0,0,0,0.000267,0.002556,0.012705,0,0,0,0,0,0,0,0,0,84,0,13,0,100,0,150,9,0,0,0,4,1,0,0,0,0.00042,0.009653,Obfuscated
1,1092,1092,1,0.039245,6.372093,0.250916,0.011905,0,0,97.181818,0.978938,1,0.000916,0,0,0,0,0.001832,0.014652,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.000916,0.010989,Obfuscated
1,1190,1190,1,0.03514,7.367347,0.303361,0.012605,0,0,146,0.981513,1,0.00084,0,0,0,0,0.001681,0.010924,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0.00084,0.011765,Obfuscated
1,1023,1023,1,0.041542,7.34375,0.229717,0.014663,0,0,125.125,0.978495,1,0.000978,0,0,0,0,0.001955,0.013685,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0.000978,0.013685,Obfuscated
1,889,889,0,0.047398,7.115385,0.208099,0.016873,0,0,108.375,0.975253,1,0.001125,0,0,0,0,0,0.013498,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001125,0.015748,Obfuscated
1,2587,2587,1,0.01614,11.096154,0.223038,0.013916,0,0,158.5,0.980286,1.75,0.001546,0,0,0,0.017781,0.000773,0.011596,0,0,0,0,0,0,0,0,4,3,0,4,0,6,0,16,3,0,0,0,8,1,0,0,0,0.001933,0.013529,Obfuscated
1,669,669,0,0.06273,7.8,0.174888,0.016442,0,0,93.142857,0.974589,1,0.001495,0,0,0,0,0,0.016442,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001495,0.014948,Obfuscated
1,1380,1380,1,0.029864,6.5,0.188406,0.010145,0,0,169.875,0.984783,1,0.000725,0,0,0,0,0,0.016667,4,3,0,0,0,0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0.000725,0.00942,Obfuscated
1,2581,2581,1,0.016652,8.45,0.261914,0.013173,0,0,168.866667,0.981403,2.5,0.00155,0,0,0,0.000387,0.000775,0.008911,0,0,0,0,0,2,0,0,3,2,0,1,0,1,0,0,0,0,0,0,7,1,0,0,0,0.000387,0.012786,Obfuscated
1,1817,1817,1,0.022492,6.466667,0.213539,0.007705,0,0,89.2,0.981838,1,0.00055,0,0,0,0,0,0.017061,2,2,0,0,0,3,0,0,6,3,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0.00055,0.007155,Obfuscated
1,763,763,0,0.055745,6.9,0.180865,0.017038,0,0,106.285714,0.975098,1,0.001311,0,0,0,0,0,0.014417,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0.001311,0.015727,Obfuscated
2,1049.5,2099,0.5,0.020359,7.013889,0.240591,0.01858,0,0,165.583333,0.946641,1,0.000953,0,0,0,0.001429,0.001906,0.017151,0,0,1,0,0,0,0,0,1,2,0,0,0,5,0,0,2,0,1,0,4,1,0,0,0,0.002382,0.01858,Obfuscated
1,233098,233098,1,0.000185,9.651043,0.232314,0.009867,0,0,114.321,0.980884,2.058824,0.001386,0,0,0,0.006933,0.002531,0.015569,28,20,16,15,0,229,0,1,105,891,8,62,0,561,4,224,14,0,17,73,1092,37,0,0,0,0.000283,0.009863,Obfuscated
