F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45
82,40.146341463414636,3292,0.0,0.011438343932490914,7.666666666666667,0.0069866342648845685,0.1856014580801944,0.6482381530984204,0.0,96.375,0.2342041312272175,0,0.00030376670716889426,0.0,0.0,0.0009113001215066828,0.003037667071688943,0.0018226002430133657,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,3,0,0,0,0,0.08201701093560146
74,25.22972972972973,1867,0.0,0.020762301833268573,7.75,0.04981253347616497,0.18050348152115694,0.11355115158007499,0.0,111.0,0.7134440278521692,1,0.0005356186395286556,0.0,0.0,0.0,0.0,0.020353508302088912,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0.040707016604177824
1183,45.641589180050715,53994,0.0,0.0007112920474187204,21.125,0.01877986442938104,0.20463384820535616,0.7872170981960959,0.0,88.44117647058823,0.11138274623106272,0.6,9.260288180168167e-05,0.0,0.0,0.00020372633996369968,0.0007037819016927807,0.0016483312960699336,2,0,0,0,0,9,0,0,2,28,2,4,0,34,0,9,8,0,0,1,17,0,0,0,0,0.07897173760047413
28,30.285714285714285,848,0.0,0.04519932140299246,19.4,0.11438679245283019,0.1320754716981132,0.25589622641509435,0.0,174.66666666666666,0.6179245283018868,0,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03891509433962264
623,44.40128410914928,27662,0.0,0.0014006634397459566,25.022222222222222,0.3256452895669149,0.1948159930590702,0.06022702624539079,0.0,125.92727272727272,0.7511387462945557,0,0.0,0.0,0.0,0.0015183283927409444,7.230135203528306e-05,0.012941942014315668,0,0,0,0,0,1,0,0,0,3,0,4,0,9,0,1,0,0,0,4,18,0,0,0,0,0.027691417829513412
113,22.265486725663717,2516,0.0,0.014601954925795376,7.235294117647059,0.09777424483306836,0.2651033386327504,0.0,0.0,44.71052631578947,0.6752782193958664,1,0.000794912559618442,0.0,0.0,0.000794912559618442,0.0,0.01232114467408585,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0.01192368839427663
39,31.923076923076923,1245,0.0,0.03111632519904075,28.0,0.40481927710843374,0.1742971887550201,0.036947791164658635,0.0,242.25,0.7783132530120482,0,0.0,0.0,0.0,0.0,0.0,0.01285140562248996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.01606425702811245
45,32.666666666666664,1470,0.0,0.026618160483220066,13.6,0.09251700680272108,0.13673469387755102,0.4204081632653061,0.0,63.27272727272727,0.47346938775510206,0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,6,0,0,0,0,0.07551020408163266
234,29.376068376068375,6874,0.0,0.005510962652490344,11.2,0.06517311608961303,0.23567064300261856,0.19406459121326738,0.0,66.44827586206897,0.5606633692173407,0,0.0,0.0,0.0,0.0,0.0005819028222286878,0.021384928716904276,3,2,0,0,0,2,0,0,1,12,0,1,0,11,1,4,0,0,0,0,19,0,0,0,0,0.04233343031713704
98,17.928571428571427,1757,0.0,0.023379529542127325,21.5,0.09789413773477519,0.14968696642003415,0.0,0.0,138.5,0.78827546955037,0,0.0,0.0,0.0,0.0,0.0011383039271485487,0.0022766078542970974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028457598178713715
105,27.123809523809523,2848,0.0,0.013305657328204778,10.210526315789474,0.06811797752808989,0.2205056179775281,0.0,0.0,105.2,0.7387640449438202,1,0.00035112359550561797,0.0,0.0,0.0,0.0,0.015098314606741573,2,2,0,0,0,0,0,0,0,1,0,5,0,0,1,0,4,0,0,0,0,1,0,0,0,0.012640449438202247
897,37.154960981047935,33328,0.0,0.001136753773732726,8.235294117647058,0.008401344215074411,0.20460273643783006,0.6170187229956793,0.0,92.47058823529412,0.23583773403744598,2,3.0004800768122898e-05,0.0,0.0,0.0,0.0003900624099855977,0.0061209793566970715,0,0,0,0,0,10,0,0,0,39,0,1,0,18,0,1,0,0,0,0,35,0,0,0,0,0.05295847335573692
46,40.41304347826087,1859,0.0,0.019938845478749797,18.88888888888889,0.457235072619688,0.14523937600860679,0.02097902097902098,0.0,302.4,0.8133405056481979,0,0.0,0.0,0.0,0.0,0.0,0.029585798816568046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032275416890801506
2572,33.38374805598756,85863,0.0,0.0004247799244674053,18.037064492216455,0.283381666142576,0.26623807693651513,0.014150448971035253,0.0,177.45882352941177,0.7027008140875581,0,0.0,0.0,0.0,0.0001164646005846523,6.987876035079137e-05,0.01953111351804619,39,39,0,0,0,2,0,0,0,4,0,0,0,7,13,0,0,0,0,0,88,0,0,0,0,0.013638004728462784
22,51.63636363636363,1136,0.0,0.03576126618742161,0,0.0,0.1487676056338028,0.9797535211267606,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12411971830985916
109,27.321100917431192,2978,0.0,0.013086178456738986,24.181818181818183,0.1786433848220282,0.18838146406984554,0.03022162525184688,0.0,82.29629629629629,0.7461383478844862,0,0.0,0.0,0.0,0.0030221625251846875,0.000671591672263264,0.02249832102081934,0,0,0,0,0,2,0,0,0,10,0,2,0,6,0,2,2,0,0,1,19,0,0,0,0,0.03760913364674278
89,25.685393258426966,2286,0.0,0.01692548754455443,13.575757575757576,0.19597550306211722,0.1504811898512686,0.17279090113735784,0.0,109.35714285714286,0.6697287839020123,0,0.0,0.0,0.0,0.0,0.0008748906386701663,0.016622922134733157,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0.03762029746281715
22,45.72727272727273,1006,0.0,0.03930667084721407,27.666666666666668,0.4125248508946322,0.0805168986083499,0.0,0.0,306.6666666666667,0.9145129224652088,0,0.0,0.0,0.0,0.007952286282306162,0.0,0.02385685884691849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012922465208747515
32,23.28125,745,0.0,0.052939651626485854,13.875,0.14899328859060404,0.14496644295302014,0.18926174496644296,0.0,78.66666666666667,0.6335570469798658,1,0.0013422818791946308,0.0,0.0,0.0,0.0,0.012080536912751677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.016107382550335572
27,19.444444444444443,525,0.0,0.07195211782552322,10.666666666666666,0.06095238095238095,0.2038095238095238,0.0,0.0,48.0,0.7314285714285714,1,0.0019047619047619048,0.0,0.0,0.0,0.0,0.009523809523809525,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030476190476190476
20,14.55,291,0.0,0.12722028258462695,10.666666666666666,0.10996563573883161,0.16838487972508592,0.0,0.0,36.166666666666664,0.7457044673539519,1,0.003436426116838488,0.0,0.0,0.0,0.0,0.01718213058419244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027491408934707903
46,21.0,966,0.0,0.0362165624382417,10.666666666666666,0.033126293995859216,0.2805383022774327,0.0,0.0,64.0,0.6625258799171843,1,0.0010351966873706005,0.0,0.0,0.0,0.0,0.005175983436853002,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028985507246376812
26,18.807692307692307,489,0.0,0.07911973986830595,12.0,0.024539877300613498,0.13496932515337423,0.38445807770961143,0.0,52.0,0.42535787321063395,0,0.002044989775051125,0.0,0.0,0.0,0.0,0.026584867075664622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.05930470347648262
30,17.766666666666666,533,0.0,0.0724569080939925,12.454545454545455,0.2570356472795497,0.1669793621013133,0.0,0.0,102.75,0.7711069418386491,1,0.001876172607879925,0.0,0.0,0.0,0.0,0.0150093808630394,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.016885553470919325
35,33.82857142857143,1184,0.0,0.03361302018897815,28.88888888888889,0.2195945945945946,0.11317567567567567,0.18327702702702703,0.0,169.6,0.7162162162162162,0,0.0,0.0,0.0,0.0,0.0,0.005067567567567568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03969594594594594
104,26.884615384615383,2796,0.0,0.013099795649297618,11.588235294117647,0.14091559370529327,0.22067238912732476,0.0,0.0,108.3157894736842,0.7360515021459227,0,0.0,0.0,0.0,0.0,0.000715307582260372,0.02503576537911302,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,36,0,0,0,0,0,0,0,0,0,0.008226037195994278
22,26.454545454545453,582,0.0,0.06459041054213889,7.0,0.048109965635738834,0.17353951890034364,0.7268041237113402,0.0,50.0,0.1718213058419244,0,0.0,0.0,0.0,0.0,0.0,0.005154639175257732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1013745704467354
42,36.142857142857146,1518,0.0,0.026707204061504074,16.136363636363637,0.23386034255599472,0.07971014492753623,0.2779973649538867,0.0,998.0,0.6574440052700923,0,0.0,0.0,0.0,0.0,0.0,0.007246376811594203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037549407114624504
28,24.964285714285715,699,0.0,0.05601999835543442,13.5,0.07725321888412018,0.17310443490701002,0.5894134477825465,0.0,66.0,0.2832618025751073,0,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08297567954220315
50,30.58,1529,0.0,0.026004158026089054,11.0,0.07194244604316546,0.16677567037279267,0.47939829954218444,0.0,117.2,0.3832570307390451,0,0.0,0.0,0.0,0.0013080444735120995,0.0,0.006540222367560497,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058862001308044476
32,26.90625,861,0.0,0.04439101331782271,17.0,0.07897793263646923,0.15331010452961671,0.4343786295005807,0.0,95.25,0.4425087108013937,0,0.0,0.0,0.0,0.0,0.0,0.006968641114982578,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.06504065040650407
25,28.68,717,0.0,0.05528125092323251,13.166666666666666,0.1101813110181311,0.11576011157601115,0.5034867503486751,0.0,52.0,0.2175732217573222,0,0.0,0.0,0.0,0.0,0.0,0.002789400278940028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599721059972106
29,24.310344827586206,705,0.0,0.056846875468250437,12.333333333333334,0.0524822695035461,0.13900709219858157,0.4836879432624113,0.0,57.0,0.40425531914893614,0,0.0,0.0,0.0,0.0,0.005673758865248227,0.02269503546099291,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06950354609929078
8,28.375,227,0.0,0.16774623985537163,17.0,0.07488986784140969,0.14977973568281938,0.7577092511013216,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10572687224669604
26,30.076923076923077,782,0.0,0.04831160926198252,20.0,0.10230179028132992,0.14194373401534527,0.6445012787723785,0.0,90.5,0.23145780051150894,0,0.0,0.0,0.0,0.0,0.0,0.0012787723785166241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043
20,25.3,506,0.0,0.07551420112709864,11.0,0.043478260869565216,0.1422924901185771,0.6462450592885376,0.0,136.0,0.26877470355731226,0,0.0,0.0,0.0,0.0,0.0,0.005928853754940711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08498023715415019
30,28.166666666666668,845,0.0,0.04657838799293174,16.23076923076923,0.24970414201183433,0.08284023668639054,0.3502958579881657,0.0,71.0,0.1680473372781065,0,0.0,0.0,0.0,0.0,0.0,0.001183431952662722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047337278106508875
32,44.4375,1422,0.0,0.028421649578368974,9.538461538461538,0.17440225035161744,0.0949367088607595,0.2939521800281294,0.0,33.0,0.023206751054852322,0,0.0,0.0,0.0,0.0,0.0,0.004219409282700422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379746835443038
1,3484.0,3484,1.0,0.012648598948015363,11.371428571428572,0.22847301951779564,0.0020091848450057405,0.0,0.0,21.0,0.012055109070034443,0,0.0,0.0,0.0,0.03874856486796785,0.03473019517795637,0.024110218140068886,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0
553,27.66365280289331,15298,0.0,0.0024573469315688047,8.941176470588236,0.019871878676951234,0.23166426983919466,0.05392861812001569,6.536802196365538e-05,74.85714285714286,0.5480454961432867,1.9333333333333333,0.0009805203294548307,0.0,0.0,0.0003922081317819323,0.0006536802196365538,0.013465812524513008,9,6,0,1,0,17,0,1,11,49,1,2,0,15,2,2,3,0,1,2,87,6,0,0,0,0.04575761537455877
28,19.75,553,0.0,0.06683940215950031,6.0,0.0325497287522604,0.24773960216998192,0.2820976491862568,0.0,35.857142857142854,0.4538878842676311,2,0.0018083182640144665,0.0,0.0,0.0,0.0108499095840868,0.014466546112115732,0,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0.06148282097649186
53,27.69811320754717,1468,0.0,0.028329191966804057,7.545454545454546,0.05653950953678474,0.1362397820163488,0.14168937329700274,0.0,129.625,0.7064032697547684,0.3333333333333333,0.0020435967302452314,0.0,0.0,0.0,0.0013623978201634877,0.02316076294277929,0,0,0,0,0,2,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.03337874659400545
360,28.508333333333333,10263,0.0,0.003974049777732383,8.31578947368421,0.0461853259280912,0.1619409529377375,0.14508428334794896,0.0,88.48717948717949,0.6725129104550326,2.090909090909091,0.0021436227224008574,0.0,0.0,0.00029231218941829873,0.0025333723082919223,0.011010425801422585,1,2,0,0,0,5,0,0,1,39,2,0,0,24,1,0,1,0,0,0,47,0,0,0,0,0.03585696190197798
28,47.357142857142854,1326,0.0,0.03142739471404479,9.75,0.029411764705882353,0.13423831070889894,0.8393665158371041,0.0,68.0,0.10256410256410256,0,0.0007541478129713424,0.0,0.0,0.0015082956259426848,0.0,0.004524886877828055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10708898944193061
138,28.028985507246375,3868,0.0,0.009897916948950368,11.982456140350877,0.1765770423991727,0.22621509824198552,0.05532574974146846,0.0,98.4074074074074,0.6869183040330921,0,0.0,0.0,0.0,0.000517063081695967,0.000517063081695967,0.017580144777662874,4,4,0,0,0,10,0,0,2,18,0,3,0,1,2,0,4,0,0,0,4,0,0,0,0,0.02688728024819028
33,26.454545454545453,873,0.0,0.0441804952138895,9.083333333333334,0.12485681557846506,0.16036655211912945,0.0,0.0,76.88888888888889,0.7926689576174112,1,0.001145475372279496,0.0,0.0,0.0,0.0,0.020618556701030927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278350515464
49,24.244897959183675,1188,0.0,0.03298390564925609,8.8,0.07407407407407407,0.19865319865319866,0.20622895622895623,0.0,76.66666666666667,0.5808080808080808,1,0.0008417508417508417,0.0,0.0,0.0,0.0,0.013468013468013467,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.046296296296296294
96,28.604166666666668,2746,0.0,0.014307400468084822,23.423076923076923,0.2217771303714494,0.1627822286962855,0.42388929351784416,0.0,156.28571428571428,0.39839766933721776,0,0.0,0.0,0.0,0.0,0.0,0.0014566642388929353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05899490167516387
25,24.92,623,0.0,0.05785085471091986,15.428571428571429,0.17335473515248795,0.2504012841091493,0.0,0.0,72.66666666666667,0.6998394863563403,0,0.0,0.0,0.0,0.0032102728731942215,0.0032102728731942215,0.01765650080256822,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0.008025682182985553
20,24.2,484,0.0,0.0786796076171825,12.0,0.024793388429752067,0.15702479338842976,0.3884297520661157,0.0,100.5,0.4152892561983471,0,0.0,0.0,0.0,0.0,0.012396694214876033,0.010330578512396695,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07024793388429752
12,22.166666666666668,266,0.0,0.1408570803348914,15.5,0.11654135338345864,0.15037593984962405,0.706766917293233,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10150375939849623
84,43.726190476190474,3673,0.0,0.01031306790328343,10.6,0.02885924312551048,0.21562755240947454,0.5178328341954805,0.0,114.6,0.31200653416825486,0,0.0002722570106180234,0.0,0.0,0.0002722570106180234,0.0038115981486523277,0.010073509392866867,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0.058807514293493054
345,24.747826086956522,8538,0.0,0.0042577818031700335,30.307692307692307,0.18458655422815648,0.2675099554930897,0.050597329585382995,0.0,46.3801652892562,0.6572967908175217,0,0.0,0.0,0.0,0.00011712344811431249,0.00046849379245724994,0.008784258608573436,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,29,0,0,0,0,0.026938393066291873
108,25.02777777777778,2703,0.0,0.014474174043166955,15.727272727272727,0.12800591934887162,0.20199778024417314,0.08435072142064373,0.0,83.54545454545455,0.679985201627821,0,0.0,0.0,0.0,0.0,0.0,0.020717721050684423,0,0,0,0,0,1,0,0,0,10,0,1,0,7,0,30,0,0,0,0,1,0,0,0,0,0.02293747687754347
23,24.608695652173914,566,0.0,0.06167478461241853,11.666666666666666,0.12367491166077739,0.2226148409893993,0.0,0.0,54.57142857142857,0.6749116607773852,0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.012367491166077738,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.015901060070671377
37,27.91891891891892,1033,0.0,0.03743512710321938,29.454545454545453,0.31364956437560504,0.1510164569215876,0.04065827686350436,0.0,74.63636363636364,0.7947725072604066,0,0.0,0.0,0.0,0.0,0.0,0.012584704743465635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.030009680542110357
8,17.0,136,0.0,0.2697722454822385,11.5,0.16911764705882354,0.14705882352941177,0.0,0.0,53.0,0.7794117647058824,0,0.0,0.0,0.0,0.0,0.0,0.007352941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007352941176470588
24,18.125,435,0.0,0.08661669378718244,10.0,0.13793103448275862,0.1632183908045977,0.0,0.0,67.2,0.7724137931034483,1.5,0.004597701149425287,0.0,0.0,0.0,0.0,0.01839080459770115,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02528735632183908
33,19.727272727272727,651,0.0,0.05795348561049722,8.636363636363637,0.14592933947772657,0.21044546850998463,0.0,0.0,66.85714285714286,0.7188940092165899,1,0.0015360983102918587,0.0,0.0,0.0,0.0,0.015360983102918587,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.027649769585253458
45,21.933333333333334,987,0.0,0.03719660410569924,9.363636363636363,0.10435663627152988,0.2502532928064843,0.0729483282674772,0.0,74.25,0.601823708206687,1,0.0010131712259371835,0.0,0.0,0.0,0.0,0.013171225937183385,3,4,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.037487335359675786
60,22.766666666666666,1366,0.0,0.026992725283434472,8.923076923076923,0.0849194729136164,0.23865300146412885,0.0527086383601757,0.0,91.3,0.6683748169838946,1.5,0.0014641288433382138,0.0,0.0,0.0,0.0,0.014641288433382138,3,4,0,0,0,1,0,0,4,2,0,2,0,2,1,0,1,0,0,0,2,0,0,0,0,0.032210834553440704
37,38.189189189189186,1413,0.0,0.02955748763914325,9.5,0.02689313517338995,0.1408351026185421,0.8329794762915782,0.0,133.0,0.09412597310686482,0,0.0,0.0,0.0,0.0,0.0,0.004246284501061571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11040339702760085
148,32.351351351351354,4788,0.0,0.008281926048127526,18.93548387096774,0.12259816207184628,0.15664160401002505,0.24895572263993315,0.0,160.38888888888889,0.6029657477025898,0,0.0,0.0,0.0,0.00020885547201336674,0.000835421888053467,0.013157894736842105,0,0,1,0,0,0,0,0,0,7,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0.04177109440267335
50,23.62,1181,0.0,0.035137314622731494,13.727272727272727,0.12785774767146485,0.12362404741744284,0.05927180355630821,0.0,92.5,0.7832345469940728,0,0.0,0.0,0.0,0.0,0.0,0.02032176121930567,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0.03048264182895851
76,22.960526315789473,1745,0.0,0.021897909227274918,13.2,0.1512893982808023,0.16905444126074498,0.0,0.0,70.94736842105263,0.7724928366762178,1.75,0.002292263610315186,0.0,0.0,0.0,0.001146131805157593,0.015472779369627506,0,0,0,0,0,2,0,0,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0.020630372492836675
17,27.647058823529413,470,0.0,0.08326168608633418,16.666666666666668,0.10638297872340426,0.1276595744680851,0.6680851063829787,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.002127659574468085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07872340425531915
21,24.38095238095238,512,0.0,0.0754178263602209,15.666666666666666,0.091796875,0.123046875,0.505859375,0.0,79.0,0.30859375,0,0.0,0.0,0.0,0.0,0.0,0.001953125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072265625
54,33.96296296296296,1834,0.0,0.023011203735030315,17.166666666666668,0.11232279171210469,0.14231188658669575,0.6068702290076335,0.0,193.0,0.31570338058887676,1.5,0.0010905125408942203,0.0,0.0,0.0,0.0,0.009269356597600873,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08396946564885496
85,38.63529411764706,3284,0.0,0.012564895178191786,17.125,0.08343483556638245,0.15225334957369063,0.46528623629719856,0.0,93.64285714285714,0.3992082825822168,0,0.0,0.0,0.0,0.0,0.0,0.010962241169305725,0,0,2,0,0,2,0,0,0,4,0,1,0,3,0,0,0,0,2,1,0,0,0,0,0,0.06364190012180268
244,23.549180327868854,5746,0.0,0.0067821780087501645,9.973684210526315,0.06595892794987818,0.1733379742429516,0.06056387051862165,0.0,107.15384615384616,0.7272885485555168,2.375,0.0013922728854855553,0.0,0.0,0.0,0.0,0.015315001740341106,0,10,0,0,0,4,0,0,2,26,0,5,0,17,1,22,2,0,0,4,7,0,0,0,0,0.026627218934911243
6,18.666666666666668,112,0.0,0.3077768624374861,7.0,0.125,0.20535714285714285,0.3482142857142857,0.0,23.5,0.41964285714285715,0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03571428571428571
69,22.652173913043477,1563,0.0,0.022766736586706297,9.75,0.1746641074856046,0.2712731925783749,0.046065259117082535,0.0,254.5,0.6513115802943058,1,0.0006397952655150352,0.0,0.0,0.0,0.0,0.010876519513755598,6,7,0,0,0,0,0,0,6,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.035188739603326934
19,23.36842105263158,444,0.0,0.08872212049443826,9.090909090909092,0.22522522522522523,0.14414414414414414,0.0,0.0,89.5,0.8063063063063063,1,0.0022522522522522522,0.0,0.0,0.0,0.0,0.015765765765765764,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02027027027027027
85,25.28235294117647,2149,0.0,0.018409539476917633,10.576923076923077,0.12796649604467195,0.22149837133550487,0.0,0.0,112.64285714285714,0.7338296882270824,1,0.00046533271288971617,0.0,0.0,0.0,0.002791996277338297,0.01814797580269893,0,0,0,0,0,6,0,0,3,11,0,2,0,0,0,0,1,0,0,0,7,1,0,0,0,0.028385295486272687
160,29.1875,4670,0.0,0.008077915975361592,8.6,0.01841541755888651,0.21413276231263384,0.1569593147751606,0.0,70.48648648648648,0.558458244111349,0,0.0,0.0,0.0,0.0,0.002569593147751606,0.01284796573875803,0,0,0,0,0,3,0,0,0,26,0,0,0,14,0,18,5,0,0,3,16,1,0,0,0,0.041541755888650965
122,32.39344262295082,3952,0.0,0.01038627664294064,10.75,0.0326417004048583,0.15991902834008098,0.37120445344129555,0.0,111.41176470588235,0.479251012145749,1,0.0005060728744939271,0.0,0.0,0.0,0.0005060728744939271,0.011639676113360324,0,0,0,0,0,0,0,0,1,6,0,2,0,9,0,15,2,0,0,1,1,0,0,0,0,0.05389676113360324
37,29.81081081081081,1103,0.0,0.035006887589394235,8.0,0.043517679057116954,0.17951042611060744,0.37533998186763373,0.0,64.25,0.46600181323662737,2,0.001813236627379873,0.0,0.0,0.0027198549410698096,0.0,0.006346328195829556,0,0,0,0,0,2,0,0,0,6,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0.07252946509519492
50,28.04,1402,0.0,0.027392801038349936,26.61111111111111,0.34165477888730383,0.14621968616262482,0.15477888730385164,0.0,81.66666666666667,0.6990014265335235,0,0.0,0.0,0.0,0.0,0.0,0.007132667617689016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029957203994293864
54,39.333333333333336,2124,0.0,0.018751072526844527,25.566666666666666,0.3611111111111111,0.14077212806026365,0.0,0.0,67.03703703703704,0.852165725047081,0,0.0,0.0,0.0,0.0,0.0,0.011299435028248588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0.032015065913371
524,34.786259541984734,18228,0.0,0.00203184259967916,12.203225806451613,0.2075378538512179,0.18992758393680054,0.4555628703094141,0.0,105.57142857142857,0.36487820934825543,0,0.0,0.0,0.0,0.0,0.0002743032696949748,0.0048277375466315555,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.04438226903664692
1,21.0,21,0.0,1.5644202426912284,0,0.0,0.09523809523809523,0.0,0.0,16.0,0.7619047619047619,0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
